sportId,name
570aaedc46c5d11de0f8c0bc,Basketball
570aaedc46c5d11de0f8c0bd,Baseball
570aaedc46c5d11de0f8c0be,Football
570aaedc46c5d11de0f8c0bf,Hockey
570aaedc46c5d11de0f8c0c0,Soccer
570aaedc46c5d11de0f8c0c1,Auto Racing
570aaedc46c5d11de0f8c0c2,Synergy
570aaedc46c5d11de0f8c0c3,Volleyball
57d6f1425762021398cd3ce5,Lacrosse
5e1fac20b57e1521c892accb,Softball
